pca_result1,pc_result2,pca_result3
-0.4772161141834958,-0.5365212708535284,-0.12450096313119964
0.7923689640606362,0.3352084712676774,-0.09004393157937383
-0.18464397480063585,-0.32372207064604397,-0.1240659035248505
0.23682426818025587,-0.03926176890914481,-0.12035660740434537
-0.19317188765545693,-0.3224435262492524,-0.12005038846475037
0.09844761405147719,-0.13459439502390186,-0.12401775521875827
0.7476188755074669,0.31272188059602213,-0.08963392318823316
1.034373234032059,0.4925945064178988,-0.07137026956745011
-0.0009683407242278314,-0.19815601005912295,-0.12395898866280103
0.7082195748111245,0.2785997504799535,-0.09698247679334435
0.32061894033231175,0.023644911892386704,-0.11344344056818721
-0.7064090697274823,-0.6816558219762849,-0.10634636676891947
0.2186978811090131,-0.04871721599772992,-0.11907416552910549
0.42116180587790975,0.08720010555357499,-0.11192985037022093
0.9130580676570257,0.4128991899425241,-0.0827818304365225
0.6354668857632578,0.2374813462341926,-0.09663389961928805
-0.07563128698640027,-0.25609971684386973,-0.1273538932362149
-0.7148431937123002,-0.7051554503003875,-0.11477640440587987
0.4481791880143129,0.1035329926324644,-0.11090106199919939
-0.10345326532213318,-0.2760643792373842,-0.12782144724025465
-0.03824193089129366,-0.22334019026117852,-0.12288077049849505
-0.3030642671289849,-0.4048379463683182,-0.12231249444684866
0.7282160889131055,0.29722113110188936,-0.09190001272858499
0.5043623862333865,0.14516833934300283,-0.1068978598948523
-0.5779927710719044,-0.6036338285410614,-0.11836206760387265
0.8974180278803534,0.4120809838172138,-0.0794364774600683
-0.6233432413532328,-0.642810308582424,-0.12023079708305463
0.41131142968391243,0.07989481641625751,-0.11264275512722431
-0.5227821047648672,-0.5571595378460986,-0.11644329806010881
-0.13832837373027715,-0.288395490073133,-0.1227668857955965
-0.3029869938642235,-0.41157317125674914,-0.12594489613162396
0.8381974441068303,0.3642978892628808,-0.08806428692250022
0.35607740656263664,0.043298066570432225,-0.11387157686242728
-0.4864986277681512,-0.5271063942630057,-0.11560669108307862
-0.3404897258736543,-0.43634008281990294,-0.1246338175763734
1.0932093756804608,0.5363210793121118,-0.06380469971790334
-0.6605180051322467,-0.6514238720425135,-0.10949293981404178
0.3111210388624275,0.01866320018677643,-0.11304577305964497
0.04367021931539491,-0.17324318878067377,-0.1252571238999323
0.21884486753506255,-0.047511020472608,-0.11853099925628796
0.9812417284020841,0.46464180288984436,-0.07318658460597732
-0.5772290229861736,-0.6094542269482657,-0.12205942111913665
-0.02968300661636719,-0.22025882645524117,-0.12458907706798106
-0.7717202734571239,-0.7262484141617648,-0.10061278957033139
-0.3577091277154298,-0.4435399655487687,-0.12281423225543933
1.034591248378808,0.49231344928730736,-0.07218943456923878
-0.440393372943741,-0.5126421978198732,-0.12580177996615954
0.9793513084416697,0.4601474419155916,-0.07521515812038129
-0.21144387202380613,-0.3440993589740255,-0.12462845420674105
-0.18350879428246414,-0.3177297233762281,-0.12109165086062361
-0.18464397480063585,-0.32372207064604397,-0.1240659035248505
0.8762573644429773,0.39138669200159537,-0.08348269150683894
-0.751146379685448,-0.7289348125015602,-0.11156316001439184
1.0079533848409419,0.479325786084791,-0.07274782022142545
-0.12148267058117783,-0.28716021127608726,-0.12718068497533766
0.7082195748111245,0.2785997504799535,-0.09698247679334435
0.6259970371846479,0.22952282855297484,-0.09891137290972951
-0.5138288848838786,-0.5511750229207472,-0.11756323974078893
0.7282160889131055,0.29722113110188936,-0.09190001272858499
0.10030970335743383,-0.12337237523549507,-0.11854014520597418
-0.13020988516228657,-0.2950564741286806,-0.12793512975439106
0.9816407851625727,0.4669486795198365,-0.07185187403282468
