air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,air_flow_pressure,current_by_airflow,temp_diff,current_by_vibration,compression_ratio,airflow_per_rotation,efficiency,power_efficiency,air_power,motor_power,vibration_index,temp_pressure,temp_current,vibe_pressure,air_inflow_squared,air_end_temp_squared,out_pressure_squared,motor_current_squared,motor_rpm_squared,motor_temp_squared,motor_vibe_squared,air_density,air_flow_rate,specific_power,motor_power_factor,motor_power_density,specific_work,temperature_ratio,pressure_ratio,pump_head,fan_laws_1,fan_laws_2,fan_laws_3,air_moles,air_quality,electric_power,volumetric_efficiency,thermal_efficiency,motor_torque,motor_slip,motor_frequency,motor_impedance,motor_pf,motor_ea,motor_torque_factor,motor_efficiency,air_specific_heat,delta_enthalpy,air_velocity,fan_laws_4,fan_laws_5,fan_laws_6,fan_laws_7,pressure_flow_ratio,vibe_voltage_ratio,performance_index,pressure_load_ratio,vibe_rpm_ratio,vibe+rpm_temp,rpm*inflow,compressed_air_flow_rate,vibration_velocity,air_to_motor_ratio,air_to_power_ratio,mechanical_efficiency,air_mass_flow,air_inflow_efficiency1,air_inflow_efficiency2,motor_current_efficiency,label,treshold
1.0,0.6106277532017397,-0.007383213246879098,0.9910161271309129,0.5181470264005102,0.6353484896118231,0.9460118126521878,0.9998738396183534,-0.6968925815618007,-0.3147480224252705,0.984228405632154,-0.7455718998239244,0.8187316995763577,-0.6620169647923703,-0.2701956380876632,0.9998738396183484,0.9165444300673685,0.05994934466800075,0.6099147580928707,0.9540969493994195,0.9450499355917865,0.95053457609712,0.6119715176530424,-0.0076199533196759745,0.9657072936553658,0.5131420433796171,0.6378008601214886,0.9487946098066878,0.5506658296933845,0.9990044387855251,-0.5487721672421054,-0.6113327575508103,0.21416973161422584,0.6106277532017461,0.5433302336443785,0.5388980493008189,-0.007383213246881052,0.9967582075808286,0.5306994582730135,0.8663157468413535,-0.5870734840661224,0.9990044387855271,0.991016127130913,0.5506658296933845,-0.23914015438161162,0.9910161271309098,0.500232732836477,0.51814702640051,-0.7634748546466099,0.06331152223546906,0.9613756736598297,0.9799404854270062,0.5181470264005104,0.6106277532017345,0.99960203040389,1.0000000000000013,0.9992416068196761,0.9999696378487914,-0.22221552995413696,0.9967582075808286,-0.7455718998239244,-0.7950466251823273,-0.008375367118027882,-0.4340036641018818,-0.09056510094660081,0.42951943818873817,0.8187316995763577,0.9990003109598129,0.7858563219363441,0.8187316995763577,-0.662514880999574,0.28792983642860726,0.9459825307630586,0.6298296376348707,0.9016743817057813,0.4489123945513617,-0.021643366474653047,0.000776825066591197
0.6106277532017397,1.0,-0.00898362878220954,0.6852311559069807,0.9879894525051562,0.9954818543743994,0.6704565502297023,0.6104203801800269,-0.11862575972201275,-0.7998888341806102,0.6382400941670402,-0.5277554548395719,0.11484476420143591,-0.8258653551438672,-0.8684735391036027,0.6104203801800231,0.8395396689040752,-0.6610682096099599,0.9989618832531173,0.7914396412694084,0.6695644013210413,0.530528884908664,0.9967873598145817,-0.009374384792077197,0.616829484773765,0.9798865965653951,0.9939990579737372,0.6266013550880081,-0.2070424461884071,0.6346363895362468,-0.8987122960267382,-0.9479308876533095,0.8801637998319739,0.999999999999997,0.9787740290035479,0.97132429559342,-0.008983628782211787,0.6603597856343919,0.9569402172810294,0.8641998237063792,-0.9620587922450077,0.6346363895362473,0.6852311559069785,-0.2070424461884071,-0.8533554598245141,0.6852311559069796,0.9508897342623123,0.9879894525051568,-0.5951509927978419,-0.6787672338312993,0.6379437662020163,0.733349702687186,0.9879894525051546,0.9999999999999964,0.6191085823959485,0.6106277532017428,0.6301701333968406,0.6057319856228087,-0.4742019687918724,0.6603597856343919,-0.5277554548395719,-0.5737757799431465,-0.7331667551821546,-0.929644116952655,0.6982312227987398,0.9586612862335167,0.11484476420143591,0.5836155279345969,0.9546218881696428,0.11484476420143591,-0.826537790584718,0.8733788973944318,0.34896744467899515,-0.13844438367063955,0.3527365873471977,-0.2949371541832474,0.027027529352707462,0.006405265374388805
-0.007383213246879098,-0.00898362878220954,1.0,-0.007960109989332076,-0.0068954886737595065,-0.00913084331282611,-0.0029260783297231385,0.008084511079558671,0.013295647707146,0.005998881597847766,-0.0034784464134115355,0.02083855886229319,-0.004249504180911324,0.05132986485300865,0.026577150907966175,0.008084511079558633,-0.007467798271787334,0.007091397726526646,0.036124958099766166,-0.007804687569083602,0.03735589407380678,-0.0011210991326230776,-0.0084114754169037,0.9996352082334452,-0.0027279206261586553,-0.005860024112808223,-0.008754939327685158,-0.0007670821785855836,-0.007665042001274959,-0.02801288635204607,0.4458530629115915,0.02831604749611609,-0.0013652889332879507,-0.008983628782210318,-0.00902703930466718,0.11379984833065197,0.9999999999999951,-0.016746914333112043,0.20052142353071048,0.017524831857455642,0.2803834087312014,-0.028012886352046077,-0.007960109989332168,-0.007665042001274959,0.003978164251085601,-0.007960109989332118,-0.03051535791471042,-0.0068954886737593825,0.013329233135077485,0.025212575506133535,-0.003994152817329673,-0.010462033638259444,-0.0068954886737594145,-0.008983628782210082,0.016327683265606355,-0.007383213246879154,-0.028047027994180605,-0.007353033476474814,0.851399661390123,-0.016746914333112043,0.02083855886229319,0.01563656939683377,0.05314628431235006,0.028916067318140608,-0.004166840609257033,-0.005893165166822421,-0.004249504180911324,0.008577798797879453,-0.005355820938731973,-0.004249504180911324,-0.0014968903965201419,0.028531758437628108,-0.003783021079938243,-0.002069871460984108,-0.01315375789784197,-0.007428505083976117,-0.1344120107283904,-0.976376643027341
0.9910161271309129,0.6852311559069807,-0.007960109989332076,1.0,0.5941434500316176,0.706455297381351,0.9547071807042693,0.9908733800267769,-0.6395300358647223,-0.3943923755225154,0.9827910125749106,-0.7679983297816463,0.7639279011257736,-0.7261030980838878,-0.3573070420837926,0.9908733800267772,0.948516143918576,-0.020966151631918048,0.6844444152842787,0.9783641061047647,0.9537087346457677,0.9259055861322668,0.6862964718802012,-0.00822603178722655,0.9592740907593577,0.5884483782853074,0.7085780450618648,0.9492935467864924,0.48392945431604184,0.993142071085118,-0.6157851003226802,-0.6918558665241885,0.30664451768882445,0.6852311559069896,0.6225694572734517,0.6175531530064522,-0.00796010998933503,0.9945389089972403,0.6082039912619265,0.9065183202998938,-0.6588286324289678,0.9931420710851233,1.0000000000000029,0.48392945431604184,-0.32706366399890135,1.000000000000001,0.5734202795137396,0.594143450031618,-0.794675188654956,-0.02131930033222046,0.9588281617686389,0.9968946160738298,0.5941434500316134,0.6852311559069691,0.9917222870141036,0.9910161271309166,0.9927129286858761,0.9902872155144188,-0.26527710879975264,0.9945389089972403,-0.7679983297816463,-0.824246846892756,-0.1088020416104534,-0.5109789560866148,-0.00969954883763821,0.5069208482515816,0.7639279011257736,0.9866887030783954,0.8389803277573937,0.7639279011257736,-0.7266595597591338,0.3543888330233129,0.9005801962689971,0.5597631831149459,0.8746880333824749,0.3924935404355515,0.045522010512193685,0.003956473052663429
0.5181470264005102,0.9879894525051562,-0.0068954886737595065,0.5941434500316176,1.0,0.9818093472223424,0.588670012741175,0.5179678217415069,-0.006614128134973839,-0.8011292083420406,0.5579208933643115,-0.416094931065227,-0.005021187033891519,-0.7982365782815419,-0.9133792574954798,0.5179678217415067,0.7797346373404762,-0.7369213975694534,0.9870506345452705,0.7184419208095244,0.5879142033626606,0.4616349404992412,0.9852738128363827,-0.0072750979369977506,0.5443016891010344,0.9920213683132398,0.9806990663664891,0.5494221776427651,-0.3359367953047801,0.544897223758762,-0.8869018543686952,-0.9241897600633125,0.9315758945297365,0.9879894525051556,0.9692443086233019,0.9621106719448397,-0.00689548867375995,0.5733791822581942,0.948040219158268,0.8131661406328192,-0.9498105468910526,0.5448972237587659,0.5941434500316186,-0.3359367953047801,-0.902777092436856,0.5941434500316171,0.9619678950905426,0.9999999999999948,-0.4889397740793574,-0.7698082981600647,0.5672884883589521,0.6483020027002383,0.9999999999999996,0.9879894525051595,0.5276650891078394,0.5181470264005109,0.5400706944054674,0.5128906271805862,-0.4711263422639589,0.5733791822581942,-0.416094931065227,-0.45972650448264457,-0.8026718017080924,-0.9535901051294667,0.7846386093762521,0.987085881429312,-0.005021187033891519,0.48838220623231093,0.9266130183119657,-0.005021187033891519,-0.7989860897997123,0.9086055821341994,0.24927981789132334,-0.256308013065703,0.2276779534299608,-0.42657971813801365,-0.012576618241886677,0.004159037093693642
0.6353484896118231,0.9954818543743994,-0.00913084331282611,0.706455297381351,0.9818093472223424,1.0,0.6919892454380392,0.6351400621313437,-0.1351913501776157,-0.7392895636000509,0.6613809008083785,-0.5418868227814815,0.1477056178165499,-0.8332266021290404,-0.8560052813472758,0.635140062131345,0.852500847004367,-0.6383661604616191,0.9944395450576077,0.8071629406246893,0.6910775441268067,0.5555747926003765,0.9921746546139818,-0.00952127517904904,0.6388391245863171,0.9735578834600267,0.998535367584542,0.6504660501208304,-0.17782213190281893,0.658468779236605,-0.894765955872982,-0.9474048921506603,0.8660780292484338,0.9954818543743985,0.9577876678685617,0.9504528851969838,-0.009130843312828062,0.6827046389682441,0.9363438704764875,0.8701851294028852,-0.9577969652899081,0.6584687792366087,0.706455297381352,-0.17782213190281893,-0.8401026936482001,0.7064552973813488,0.9454278783841665,0.9818093472223407,-0.611079256211144,-0.6582133410417202,0.6589315113160594,0.752424287511423,0.981809347222345,0.9954818543743968,0.6435083059871064,0.6353484896118252,0.6543638039413457,0.6308207980040695,-0.44950325124112867,0.6827046389682441,-0.5418868227814815,-0.5914264903436538,-0.7171398325351336,-0.9254372038466346,0.6765331079223028,0.9459119247280083,0.1477056178165499,0.609235636998107,0.9602399354613143,0.1477056178165499,-0.8338999806682724,0.8607234997339961,0.3801799605878307,-0.10677151835790408,0.37869668877308443,-0.2676859014386812,0.010723137334809667,0.006829098984781234
0.9460118126521878,0.6704565502297023,-0.0029260783297231385,0.9547071807042693,0.588670012741175,0.6919892454380392,1.0,0.9459505249967519,-0.5937369382574851,-0.38104602627694895,0.9560350905848289,-0.7691759765264766,0.7777912690160406,-0.8220128645628404,-0.34510278399460614,0.9459505249967483,0.8841407990750089,0.06124720174937791,0.6699134499665602,0.9183341257620834,0.9991810622408867,0.8774197065907919,0.6669514074300864,-0.0031449699723752477,0.9056518170329313,0.5832317801413904,0.6904688093560322,0.9909525209691407,0.46172556587060154,0.9445950329268222,-0.6016193646676884,-0.6587557048870571,0.3377865337284226,0.6704565502297035,0.6131759617310061,0.608846141037658,-0.002926078329723519,0.9421976755106247,0.6000786199372163,0.8364211458944943,-0.6446469300584645,0.9445950329268221,0.954707180704273,0.46172556587060154,-0.31615056524753515,0.9547071807042745,0.5676407546641732,0.5886700127411734,-0.800216790744538,-0.041846099131400784,0.9010122781956567,0.9461334421902867,0.5886700127411708,0.6704565502297022,0.9455786553247744,0.9460118126521856,0.9449068316434044,0.9460777443052507,-0.2538262116167575,0.9421976755106247,-0.7691759765264766,-0.784575294196751,-0.11636832037657711,-0.5093294992004435,-0.019910389230808456,0.5091704590162202,0.7777912690160406,0.9455077629283765,0.8328863141290355,0.7777912690160406,-0.8229451395426632,0.29282848265552563,0.8803033489416415,0.597467512185085,0.8077941757180044,0.3589736641461585,0.0791292037409184,-0.0012363353055381183
0.9998738396183534,0.6104203801800269,0.008084511079558671,0.9908733800267769,0.5179678217415069,0.6351400621313437,0.9459505249967519,1.0,-0.6967116560866579,-0.31459473379491704,0.984162230397892,-0.7452568250986944,0.8186987343975191,-0.6611956471200734,-0.26973241853605023,1.0000000000000042,0.9163889600241674,0.060127922641058755,0.6104283128311626,0.9539432410672803,0.9456256119270434,0.9505163461442655,0.6117727235831434,0.00786928404872449,0.965655029784634,0.5129804125955815,0.6375980037019352,0.948771589936906,0.5506030094531246,0.9985388674960676,-0.5418387552156707,-0.610849717903449,0.21407554658509156,0.6104203801800336,0.5431233988097908,0.5406138027755842,0.00808451107955675,0.9964729512861069,0.5337788860365873,0.8665878230588967,-0.5826933637864118,0.9985388674960681,0.990873380026779,0.5506030094531246,-0.23900406919158163,0.9908733800267778,0.49971629938109946,0.5179678217415057,-0.7632621788281753,0.06376560667960995,0.9613004828984554,0.9797531314634969,0.5179678217415045,0.6104203801800169,0.9998622699210421,0.9998738396183514,0.9987761524124079,0.999844466673464,-0.20902287261493277,0.9964729512861069,-0.7452568250986944,-0.7947975817302901,-0.007497560673959788,-0.4335087961484901,-0.09070695870147506,0.4293543206569672,0.8186987343975191,0.9991362645890934,0.7857199259499015,0.8186987343975191,-0.6624913414431431,0.2883140952218917,0.9459388440903621,0.6298478545014583,0.9014820090667187,0.4488572647591279,-0.02376653181581478,-0.014150035256323816
-0.6968925815618007,-0.11862575972201275,0.013295647707146,-0.6395300358647223,-0.006614128134973839,-0.1351913501776157,-0.5937369382574851,-0.6967116560866579,1.0,-0.013203744798589488,-0.5919426743805954,0.7281634946338679,-0.846336183529398,0.092986411028114,-0.2877012868478815,-0.6967116560866532,-0.4526625314527563,-0.4426842098881039,-0.11796307580599055,-0.5246449522475228,-0.5928155201178237,-0.5737444049264939,-0.11558837378982141,0.013390232176187563,-0.552134130736734,-0.005969218181155705,-0.13400540347653161,-0.5730044328734724,-0.8550676941934994,-0.6783169777098158,0.11282152102230777,0.1355815628115331,0.34215333022282723,-0.11862575972203011,-0.08235892001024493,-0.08019888758095543,0.013295647707150146,-0.6580434568286568,-0.07789264199865135,-0.3810950258448126,0.11833461690508058,-0.6783169777098199,-0.639530035864724,-0.8550676941934994,-0.3201045594958218,-0.6395300358647221,-0.007902415246830613,-0.006614128134972054,0.6569949030322602,-0.5829878532891959,-0.535543201850229,-0.5949551106185506,-0.006614128134969679,-0.11862575972198663,-0.6899001083134491,-0.6968925815618021,-0.6813534245693772,-0.6999156406832334,0.02597217221963011,-0.6580434568286568,0.7281634946338679,0.6967578889017513,-0.5658667607624721,-0.10590289273148043,0.4806640721705566,0.07886238585020033,-0.846336183529398,-0.7153847265901029,-0.2652237168600718,-0.846336183529398,0.09240301388245348,0.04581164092189588,-0.767688778500512,-0.8155222505777864,-0.8817758303760257,-0.7681764865826443,0.30329993537933747,0.029440376742875415
-0.3147480224252705,-0.7998888341806102,0.005998881597847766,-0.3943923755225154,-0.8011292083420406,-0.7392895636000509,-0.38104602627694895,-0.31459473379491704,-0.013203744798589488,1.0,-0.3460323126713038,0.31775656764382315,0.11911508367045086,0.5904890331484457,0.7486873444920381,-0.31459473379491554,-0.5656418504950227,0.6533921751696672,-0.7991146011573302,-0.5110826642100831,-0.3804814653805608,-0.2509099671287435,-0.7980084909952533,0.006302332856980797,-0.33666722143778627,-0.7958185011160255,-0.7380310294632559,-0.3324796155018635,0.34438669961086904,-0.33888147952285,0.7181482959853274,0.734493714772741,-0.7679279750236712,-0.7998888341806133,-0.887604660260477,-0.8811318935070731,0.0059988815978508775,-0.36812479010836086,-0.8682984463310298,-0.6287543219488285,0.7690035045724345,-0.33888147952284925,-0.3943923755225165,0.34438669961086904,0.7419848112410978,-0.3943923755225152,-0.7679732924674172,-0.8011292083420407,0.3583835241340589,0.6534664754688861,-0.3594122668806815,-0.4450941043200216,-0.8011292083420387,-0.7998888341805988,-0.32331853060047927,-0.314748022425273,-0.33315302293164145,-0.30864532114480564,0.5218763528527406,-0.36812479010836086,0.31775656764382315,0.33100934204292365,0.6668136338047946,0.7436539527588477,-0.675711773744497,-0.8200287409825591,0.11911508367045086,-0.28822811202148685,-0.7008209991663991,0.11911508367045086,0.591001743020347,-0.7536538289150068,-0.07188955186413107,0.30697629798319676,-0.1079949309375051,0.39973713231990343,-0.12389982653342153,-0.0022617249598397473
