pca_result1,pc_result2,pca_result3
-0.5171749824057219,-0.33999349341616963,-0.44184918171221926
0.7182642883753702,0.3250514056957605,-0.4005514689469098
-0.23575915327341462,-0.1779403894270887,-0.43038320850021605
0.17383660850049543,0.03754043018064499,-0.41649167340075355
-0.24384668725539604,-0.17626811190874145,-0.430207266210517
0.038810582964410284,-0.035273247372683315,-0.4211373310102941
0.6744480176548185,0.3089799752232191,-0.4012097468616087
0.956293778879068,0.4466500961814013,-0.3948429492782961
-0.05770094022672059,-0.08311309944342991,-0.4239689960624644
0.6356652584530367,0.28165796398624865,-0.40272062085931326
0.2556897814648537,0.08612132047309673,-0.413608982208659
-0.7344059870049694,-0.44698775515681965,-0.44977332804109954
0.15616041684400367,0.03069253379970806,-0.4169266847022205
0.3540547721169816,0.13435823377576053,-0.41084122492167835
0.8370289737037377,0.38514308566003963,-0.3975446286812933
0.5642188046546903,0.2507788233926008,-0.40436291371521477
-0.1303814293226234,-0.12802790920923565,-0.42715048084353413
-0.7426648269210837,-0.4671390428108141,-0.45138165288950677
0.3804164059941204,0.14641036402238974,-0.4102924884418107
-0.1574029638686848,-0.14318148192593416,-0.42822813790934916
-0.09405937693392158,-0.10254461831201597,-0.42544799067098926
-0.3500283552007724,-0.2396475564026219,-0.4346142121260224
0.6553003471338923,0.2964887654286662,-0.4019493154352776
0.4356056466189662,0.17936858220354052,-0.40831363832922
-0.613220488532848,-0.3902033880140618,-0.4456263348548021
0.8218321866389252,0.3861715285421255,-0.3972069220721329
-0.6563613573159588,-0.4209061502012232,-0.44792374543179
0.34439033502629063,0.12886951037714417,-0.4112387886239121
-0.5605196357037846,-0.3542713980044807,-0.4428688417866715
-0.19083903408107233,-0.15064301124089707,-0.42842829440310254
-0.35005192727908147,-0.24583197356962347,-0.43502992433469845
0.7633873143049215,0.3478290752402391,-0.3994135089480072
0.2902677885620635,0.10059245456192303,-0.41294545745895916
-0.5257586998429158,-0.33059144941519625,-0.44112388895232973
-0.38611553187462383,-0.2639212247558812,-0.4364471869875589
1.0143968076690981,0.48140509641849677,-0.39297434094717465
-0.6912334751632525,-0.4246046673269212,-0.4481324864765063
0.2464614623388763,0.0827506784228829,-0.4138577422612518
-0.014565047410529884,-0.06533434379554477,-0.42306158967359336
0.15634484469610394,0.031779504647016274,-0.4168451832440853
0.9041997301089522,0.42605137237733554,-0.39541184215303965
-0.6125876406483897,-0.39562587683858413,-0.4459438136428005
-0.0857572085409917,-0.10029798930230982,-0.425342726176567
-0.7958827090430378,-0.480436875119398,-0.45252869141873264
-0.4024307763294798,-0.26842023917388347,-0.43651389541429586
0.9565941516077695,0.44649865641351544,-0.3947200892807346
-0.4820568329921836,-0.32287185770961385,-0.44061813943409905
0.9023158165089151,0.42244802593367214,-0.39574901597442225
-0.26170986984153755,-0.19426446424432,-0.4314351992176316
-0.23457269246201962,-0.17326867366269458,-0.4299360977774014
-0.23575915327341462,-0.1779403894270887,-0.43038320850021605
0.8007680203106188,0.3687986309447761,-0.39838921771989916
-0.7767532151892289,-0.48487576663386045,-0.45267922798323834
0.9305159873213438,0.4373444156700482,-0.3949658723100769
-0.17484330144506563,-0.15157144001770695,-0.42876614244078926
0.6356652584530367,0.28165796398624865,-0.40272062085931326
0.5550191027232119,0.24465005073213622,-0.4045939100457419
-0.5519342434958626,-0.3494398679029809,-0.4425011997984324
0.6553003471338923,0.2964887654286662,-0.4019493154352776
0.04077921962212304,-0.02570558294002081,-0.4203674501804075
-0.18333130693413258,-0.15826785036233754,-0.4291692377596389
0.9046264690756377,0.4282264532108697,-0.3953080546679234
-0.6569859308842092,-0.4055436790922123,-0.44676482448093224
-0.5952120338758262,-0.37345094871914325,-0.4442013638592502
0.39074048698523606,0.15560163584479417,-0.40965477323967947
-0.786542389217622,-0.48189293161575364,-0.45254019798050277
0.10300252262944092,0.007586641867934277,-0.4183768850126379
-0.7349424577569773,-0.4511727949638856,-0.4502468453671176
-0.3510696140538989,-0.24938069818357722,-0.4353954739786321
-0.44721407926673296,-0.30056084761948315,-0.43900329638760943
-0.854142512978612,-0.5315352505797952,-0.45631031233982533
0.07524210568862737,-0.011502378441530995,-0.4196512810584474
0.4546722909820306,0.192033882675867,-0.4076062758458678
-0.21776384434214957,-0.16905119475847227,-0.4297897617942476
1.0223929062484616,0.4832981081473065,-0.3929752587956947
-0.27120377839732757,-0.20107970460536792,-0.431995003471793
1.0797371217999183,0.5153306263402833,-0.3913394452356552
-0.13732285889981477,-0.1212828737504706,-0.42646403316772125
0.5825139413471128,0.2598156914480515,-0.4038348373026429
-0.6648208047495819,-0.4175368013708814,-0.4475300168038015
0.3633372327203624,0.14163167762171203,-0.4105070965466156
-0.04125441794388157,-0.08088113607223528,-0.42400475697930556
-0.03175658074741373,-0.07243550052921427,-0.4234158597222501
0.9656892155377842,0.45122520719314896,-0.39447916960059415
-0.3856214420788125,-0.25957387467374404,-0.4360370301532028
0.7010014049278142,0.3197317242688288,-0.4007802599774287
1.0305875347162021,0.4851825001950188,-0.3930721617860111
-0.438386117180955,-0.2863706062058642,-0.4380034695289958
0.5354041597739619,0.2313162953925718,-0.4055494400595512
-0.7169680088716465,-0.4524912999690888,-0.4503187370448703
-0.8121413932754918,-0.49641988456018743,-0.4536668656033449
0.4074399927131862,0.1606896831969466,-0.40955487848239785
0.08335370144562945,-0.010246463726821229,-0.4196335726621273
0.856957065699818,0.3997143660160916,-0.3968296934792008
-0.8642578763507619,-0.5244498517044384,-0.45589559814211783
-0.27120377839732757,-0.20107970460536792,-0.431995003471793
0.06674780093362705,-0.016643738364916637,-0.419820933817102
0.8572501605823671,0.4006222441429017,-0.3967626544160161
0.6922626206520148,0.31614221594701525,-0.4008395749237035
1.0137749754625007,0.47964597554635285,-0.3931035216497748
-0.8558779732803503,-0.5159469421190986,-0.45524521338132956
0.4806896480992119,0.2016620071033612,-0.40712060116516874
0.35490067098230116,0.1391234699718576,-0.41051813181554453
-0.2711277448730629,-0.19980703090215862,-0.4318996202219869
0.7111753543291722,0.3276676643421401,-0.40017767660497455
-0.30745024956436184,-0.2252600410454448,-0.4337938675703553
-0.8376080418325825,-0.5127093402427548,-0.4548781687126026
0.68956457942703,0.3080339055900587,-0.40157536400318106
0.35259716858191925,0.13036109702289334,-0.4113028450085058
0.1392068738132208,0.02734101426224995,-0.4170732617048121
0.2474567578182166,0.08473028257988931,-0.4135468943310201
1.0236499313701963,0.4863353322669464,-0.3926440370148395
0.4537480557112199,0.1874001747971992,-0.4079202005079301
0.33512415782033717,0.12288035496682288,-0.4116907191924963
1.0153569301933845,0.48458853401378693,-0.39276655866306676
-0.02299164846865879,-0.06473783035696155,-0.42294608821219143
-0.8124347775601813,-0.4892666530858035,-0.4530705547124194
0.6619040821758279,0.2940130350715362,-0.4023545761900452
0.6552263563195247,0.295121072614459,-0.40199184223710305
-0.03142989572151669,-0.06818514757293483,-0.4231366241887314
-0.29703948161285376,-0.20560983786374193,-0.43229160678454925
-0.6820978947945171,-0.42896341166195834,-0.44840609085269906
-0.3677016509524828,-0.25073807720136154,-0.43541565522686
1.0794497715841402,0.5154615389909767,-0.3914641177935297
-0.4641400964104379,-0.30571760003953524,-0.439264025232078
1.0858204705259875,0.5125105269549606,-0.39179866280422027
-0.18149201577104723,-0.14202647820580908,-0.4278139820211198
0.1030945900473985,0.00593205778208953,-0.41843423473888774
0.2556897814648537,0.08612132047309673,-0.413608982208659
-0.46430980058270743,-0.2963826791215658,-0.43861745623982096
0.32668030326805114,0.12189543005276585,-0.4116535984011247
0.9772921247322486,0.4629030765256899,-0.3937693655786567
-0.27973862394808874,-0.20786010047839715,-0.4323452825684146
0.4356056466189662,0.17936858220354052,-0.40831363832922
-0.41129178832898805,-0.2747377121695662,-0.43703435995628725
0.15592413311972048,0.03212864976280465,-0.41695199701722174
0.35427621400686693,0.13538316324799182,-0.4107645704046368
-0.8384112484912305,-0.5116912338279408,-0.4549370562456255
0.7112621187502864,0.3290135747283629,-0.40013629605156203
-0.35937810083862076,-0.2500747202011682,-0.4354062867487824
0.02130422821523328,-0.04086272616274063,-0.4215019366925488
0.8928022452761561,0.41661051078496913,-0.3961538810909465
-0.09293301575645713,-0.09508385060836197,-0.4247962454754883
