pca_result1,pca_result2,pca_result3
0.4191406063294606,0.34525884977730137,-0.10097445669037466
-0.12840825199165662,-0.5170865640032432,-0.08991763614354581
0.27296811351551065,0.12282158833272476,-0.09179953164631628
0.09352644523258673,-0.17020451729603384,-0.09063572258012112
0.2690626507258564,0.12858019164930962,-0.08719661110625485
0.15351547233155985,-0.07559310247348598,-0.0915247910846963
-0.117046725410094,-0.4900241043398963,-0.08784787921074579
-0.21457237090149814,-0.6560743283650761,-0.09386029207261559
0.19133477651123723,-0.008603694034911668,-0.08967759479403499
-0.09488509478450538,-0.46806180616371074,-0.09208172985760683
0.05264189551979478,-0.22350218344755318,-0.08565623487437533
0.5163459576394467,0.5246475725145257,-0.09935263625204006
0.09839487243260611,-0.15772307986691303,-0.0889418713326672
0.016382098021718562,-0.2887943747432786,-0.08900365426374385
-0.1703740487005084,-0.5888530403995978,-0.09428354891372853
-0.07392143349807812,-0.4216181063885795,-0.08641269277161111
0.23084253026205037,0.045712110922784134,-0.09276291545523474
0.538652550322307,0.5364956279159777,-0.10730516447428305
0.0066718511648047145,-0.3052110632374053,-0.08830052623424142
0.24464135557901973,0.06643592708984944,-0.09400825741038084
0.20681986545221245,0.019874992162957454,-0.08734009407449354
0.3248960703799336,0.21036199485459522,-0.0903207989191268
-0.10807156881096211,-0.4785553951408111,-0.08759853545341346
-0.01768090740292972,-0.34105528685688014,-0.08967580931623259
0.4641608770177111,0.4244878060601288,-0.0998883810069612
-0.17230136043793512,-0.5797248050817685,-0.09135573313345612
0.49385093674409,0.4630782917171014,-0.10389422653934255
0.02185915019550659,-0.28199486532597706,-0.09041552993548102
0.42835859035812207,0.37807340709470405,-0.09397248085969977
0.24888261824452496,0.08823769268461157,-0.09036606335229388
0.3308426799107682,0.21054970526882288,-0.09261853639651829
-0.1427503751725771,-0.5447479794962123,-0.09398727884721317
0.04262975532931862,-0.24558129021866945,-0.08777073561383109
0.4073733241177493,0.348796678755505,-0.09341170339773626
0.34910368626536264,0.24020330384142352,-0.09526095515431247
-0.24053998800290208,-0.6901607730444154,-0.0925545849160102
0.49496785448594055,0.4879184514269066,-0.09792557353175503
0.05636263994828485,-0.21659696484384935,-0.08657025862899256
0.17695810198781597,-0.03711246119627558,-0.08989133494175651
0.09742550128711305,-0.15773449891370928,-0.08864650088808995
-0.20203338040146193,-0.6273995797871023,-0.09059480004573778
0.4696381743279241,0.4246627462860331,-0.10227384821850523
0.20689620890753438,0.014179552833339593,-0.09054433923862287
0.5483987727594055,0.5798909514874697,-0.09973572477044922
0.3520563055406781,0.24947661496241222,-0.09443505870748445
-0.2147180281985298,-0.6583404833035624,-0.09461186815572685
0.40131318852085013,0.31698190103226714,-0.0974404760734251
-0.1969070723332899,-0.6260763216121553,-0.09427133102967061
0.2847962308766128,0.14231472553310837,-0.08951786015095525
0.26528820055124147,0.12097631426023098,-0.08613693374595853
0.27296811351551065,0.12282158833272476,-0.09179953164631628
-0.15949101321759512,-0.5663121116400253,-0.0915230598984259
0.5545574371866272,0.5650728996494435,-0.10651795668448885
-0.20814715712729717,-0.6433257796617886,-0.09413009571704027
0.25116011706911484,0.0796899919342765,-0.09304754002765805
-0.09488509478450538,-0.46806180616371074,-0.09208172985760683
-0.06839597076902763,-0.417414179806499,-0.08879812265337936
0.42587201960495613,0.371647559530698,-0.0967734095969066
-0.10807156881096211,-0.4785553951408111,-0.08759853545341346
0.14198385825532434,-0.07731016481585036,-0.0847927608086487
0.2551710219784725,0.08557659434332415,-0.09136510543744684
-0.20370261539228324,-0.6272905770684915,-0.08993537731952705
0.47804462165760464,0.4600594270375336,-0.0983188432160176
0.44834721339888095,0.4069842416480441,-0.09865270910018535
-0.0018296276457395737,-0.3119555541126011,-0.08582450480951373
0.5523585775728117,0.5734399789334378,-0.10556434557838101
0.11526913832028293,-0.12010403637577959,-0.08477321754670802
0.5208600806175662,0.5272086319985189,-0.10007813935972004
0.33766439305184315,0.21245884367956547,-0.09817784457192623
0.3819545829862309,0.2883112469980021,-0.09738695279347372
0.6034271680548501,0.6369755662309416,-0.11493186595477928
0.13184002157810823,-0.10033453792921317,-0.0869781727016948
-0.029589095438127926,-0.35207382295077533,-0.08560198263671502
0.26268848112324167,0.10993238367559484,-0.08784800335845082
-0.24037944837460223,-0.6950045967838526,-0.09510781312350199
0.29233365583990345,0.1500680452799327,-0.09185386253339074
-0.26404054725147824,-0.7288254817023757,-0.09444141923484735
0.2223059900011402,0.04892706575056795,-0.08743202655867814
-0.08026154539188872,-0.43329295044579613,-0.0875933255847333
